target_entity_id,year,success,message
06JB7Y-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2015_target_info.json"
06JB7Y-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2016_target_info.json"
06JB7Y-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2017_target_info.json"
06JB7Y-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2018_target_info.json"
06JB7Y-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2019_target_info.json"
06JB7Y-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2020_target_info.json"
06JB7Y-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2021_target_info.json"
06JB7Y-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06JB7Y-E_2022_target_info.json"
000DWY-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2015_target_info.json"
000DWY-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2016_target_info.json"
000DWY-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2017_target_info.json"
000DWY-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2018_target_info.json"
000DWY-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2019_target_info.json"
000DWY-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2020_target_info.json"
000DWY-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2021_target_info.json"
000DWY-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000DWY-E_2022_target_info.json"
06QNKX-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2015_target_info.json"
